danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,duration_ms,time_signature,tempo_confidence,time_signature_confidence,key_confidence,mode_confidence
0.746,0.251,11,-16.169,0,0.259,0.782,0.00203,0.106,0.18,139.999,audio_features,5TXDeTFVRVY7Cvt0Dw4vWW,120027,4,0.376,1.0,0.759,0.573
0.797,0.533,0,-9.74,0,0.0412,0.0172,0.000152,0.103,0.329,131.036,audio_features,7AQim7LbvFVZJE3O8TYgf2,146520,4,0.75,1.0,0.726,0.727
0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,audio_features,2ZRo7axmMPeSVUvDbGkJah,110886,4,0.117,0.969,0.267,0.397
0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,audio_features,0JP9xo3adEtGSdUEISiszL,135090,4,0.684,1.0,0.425,0.5
0.734,0.57,7,-7.066,0,0.133,0.847,2.14e-05,0.112,0.689,129.953,audio_features,3GVkPk8mqxz0itaAriG1L7,95467,4,0.686,1.0,0.551,0.611
0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,audio_features,4jvjzW7Hm0yK4LvvE0Paz9,196400,4,0.722,1.0,0.599,0.575
0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,audio_features,7m9OqQk4RVRkw9JJdeAw96,119133,4,0.462,1.0,0.38,0.101
0.763,0.726,1,-6.405,1,0.282,0.259,0.0,0.0976,0.349,139.059,audio_features,7floNISpH8VF4z4459Qo18,126346,4,0.172,1.0,0.398,0.423
0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,audio_features,3ee8Jmje8o58CHK66QrVC2,166606,4,0.023,1.0,0.374,0.419
0.433,0.778,4,-7.681,1,0.041,0.843,0.0,0.139,0.764,114.208,audio_features,5de9Ho64dovuQI8Uhn5gPD,87561,4,0.688,1.0,0.432,0.415
0.594,0.811,1,-5.746,1,0.159,0.189,0.0,0.339,0.311,148.144,audio_features,3w0w2T288dec0mgeZZqoNN,264324,4,0.272,1.0,0.835,0.682
0.6,0.885,11,-6.21,0,0.393,0.0157,6.02e-06,0.856,0.736,105.003,audio_features,04CyMEHliadfQWMUJb1w99,111458,4,0.824,1.0,0.337,0.455
0.774,0.818,4,-2.825,0,0.145,0.127,0.0,0.0529,0.438,142.084,audio_features,5tEaVciE2GnR28aN6W9cLS,209577,4,0.751,1.0,0.608,0.389
0.805,0.33,1,-8.712,0,0.1,0.22,0.0,0.105,0.211,121.97,audio_features,7t2bFihaDvhIrd2gn2CWJO,242983,4,0.382,1.0,0.362,0.376
0.61,0.725,8,-5.131,1,0.15,0.367,0.0,0.154,0.291,146.163,audio_features,6ZRuF2n1CQxyxxAAWsKJOy,201788,4,0.334,1.0,0.428,0.545
0.493,0.653,0,-5.666,0,0.0466,0.269,0.0,0.511,0.852,142.347,audio_features,5B0kgjHULYJhAQkK5XsMoC,121573,4,0.208,1.0,0.06,0.029
0.809,0.788,1,-7.217,1,0.0889,0.00108,0.0,0.0625,0.344,95.637,audio_features,1icgLGTpX2fQXKRe4D7w2b,295472,4,0.638,0.996,0.429,0.559
0.831,0.69,1,-5.869,1,0.0831,0.19,0.0,0.08,0.65,107.016,audio_features,2iGvsJuc2mC4mDVOVMNAP6,225000,4,0.737,1.0,0.448,0.496
0.689,0.789,1,-4.901,1,0.122,0.154,0.0,0.203,0.745,98.043,audio_features,58w5J5yNWeGZ7a4cM1rO7Y,216409,4,0.766,1.0,0.544,0.411
0.586,0.572,0,-8.27,0,0.0437,0.271,0.104,0.118,0.29,125.955,audio_features,347AQK5Lyhn6RvB8tBGYxt,115238,4,0.682,1.0,0.657,0.689
0.428,0.413,0,-7.783,1,0.0281,0.827,9.35e-06,0.108,0.355,79.646,audio_features,5zCnGtCl5Ac5zlFHXaZmhy,170045,4,0.277,0.981,0.607,0.668
0.273,0.405,0,-5.81,1,0.0298,0.735,0.0,0.189,0.534,89.48,audio_features,3yHyiUDJdz02FZ6jfUbsmY,271169,3,0.192,0.37,0.467,0.612
0.664,0.553,9,-7.555,1,0.0376,0.616,0.0,0.157,0.604,99.93,audio_features,1tf2iody5iRLYYPDSBpzRc,213600,4,0.353,1.0,0.489,0.505
0.575,0.845,0,-5.28,1,0.0852,0.393,0.0107,0.131,0.439,95.047,audio_features,3xMHXmedL5Rvfxmiar9Ryv,200374,4,0.367,1.0,0.477,0.575
0.616,0.669,1,-6.836,1,0.0349,0.562,0.0,0.177,0.475,116.973,audio_features,6bmmHeCvZI92pRiTHxEdTC,233453,4,0.892,0.9,0.733,0.691
0.728,0.494,6,-9.628,0,0.0256,0.516,0.00384,0.0759,0.558,105.007,audio_features,5PUXKVVVQ74C3gl5vKy9Li,194857,4,0.569,1.0,0.161,0.654
0.586,0.562,9,-7.399,1,0.0267,0.803,5.52e-06,0.063,0.436,93.982,audio_features,1hA697u7e1jX2XM8sWA6Uy,261702,4,0.404,1.0,0.461,0.526
0.468,0.658,2,-7.6,1,0.0667,0.81,0.0333,0.12,0.533,87.607,audio_features,2e4vEkdm8h8mNnGHSBfTMT,246989,4,0.146,1.0,0.495,0.544
0.271,0.726,7,-6.504,1,0.0527,0.586,0.0,0.353,0.532,87.424,audio_features,13O0A6hqW8oHtQPr2I1vvd,277500,4,0.729,0.96,0.609,0.722
0.577,0.574,0,-6.525,1,0.0278,0.572,0.0,0.1,0.436,94.009,audio_features,4UMIv5jd9gK98a39BQRD9X,268165,4,0.637,0.802,1.0,0.809
0.967,0.583,7,-5.562,0,0.0789,0.0584,0.0,0.0519,0.964,117.0,audio_features,0O45fw2L5vsWpdsOdXwNAR,242733,4,0.688,1.0,0.376,0.428
0.669,0.832,0,-5.721,1,0.0682,0.0106,0.0,0.0968,0.7,113.035,audio_features,1WkMMavIMc4JZ8cfMmxHkI,237547,4,0.891,1.0,0.092,0.376
0.892,0.714,4,-6.055,0,0.141,0.201,0.000234,0.0521,0.817,100.972,audio_features,1AWQoqb9bSvzTjaLralEkT,267267,4,0.923,1.0,0.419,0.398
0.574,0.512,5,-6.664,0,0.0503,0.234,0.0,0.0946,0.512,76.899,audio_features,4rHZZAmHpZrA3iH5zx8frV,484147,4,0.217,0.831,0.0,0.252
0.678,0.565,1,-6.798,1,0.0372,0.0785,0.0242,0.0871,0.42,87.974,audio_features,64WL36LvfiLGQJIDqLPAwB,229333,4,0.069,1.0,0.547,0.624
0.771,0.68,11,-5.881,0,0.224,0.277,1.18e-05,0.682,0.808,119.952,audio_features,4NeOWqHmlrGRuBvsLJC9rL,276160,4,0.567,1.0,0.255,0.367
0.624,0.654,8,-6.582,0,0.183,0.577,0.0,0.104,0.564,73.898,audio_features,7Lf7oSEVdzZqTA0kEDSlS5,288333,4,0.29,0.956,0.562,0.49
0.687,0.723,7,-4.751,1,0.0709,0.122,0.00102,0.573,0.432,76.0,audio_features,3pD0f7hSJg2XdQ6udw5Tey,448573,4,0.605,0.96,0.25,0.398
0.579,0.556,4,-6.277,0,0.0511,0.0214,0.0,0.0904,0.558,116.943,audio_features,1bHnRc60O1N0l3PbHjaKyK,216667,4,0.695,0.973,0.193,0.315
0.775,0.719,7,-6.212,0,0.0435,0.132,1.79e-06,0.0662,0.712,117.513,audio_features,48td6xvpokdYwvbl3JIiXP,246027,4,0.917,1.0,0.298,0.201
0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,audio_features,17phhZDn6oGtzMe56NuWvj,210689,3,0.011,0.979,0.017,0.259
0.731,0.861,8,-5.483,0,0.0532,0.0193,0.0,0.123,0.759,127.922,audio_features,3dj4wgM3cPeuLwMNHDuBon,212649,4,1.0,1.0,0.111,0.221
0.619,0.61,6,-5.552,0,0.0298,0.0508,0.0,0.0658,0.6,107.941,audio_features,0IdwfnHFfyb7zc7GFs75QQ,192317,4,0.791,1.0,0.565,0.564
0.352,0.666,1,-4.909,1,0.0512,0.117,1.81e-06,0.0934,0.227,169.965,audio_features,6cLrGfKIIRHYQw7S0mCDhA,244235,4,0.043,1.0,0.519,0.722
0.646,0.222,0,-7.849,1,0.0341,0.853,0.0,0.113,0.559,127.716,audio_features,3sXWFs0hku4tR5cy54PnRz,242317,5,0.105,0.227,0.754,0.711
0.667,0.728,2,-5.026,1,0.0498,0.0135,0.0,0.083,0.234,93.015,audio_features,3YeBXUEWIjCtcsv0tULpz8,175081,4,0.545,0.709,0.637,0.54
0.546,0.44,1,-6.668,1,0.0273,0.531,2.77e-05,0.0959,0.24,133.886,audio_features,4guQztGKAETkvuTekNeqBe,196413,4,0.425,0.892,0.945,0.769
0.848,0.591,11,-5.075,1,0.112,0.0801,0.0,0.144,0.522,98.934,audio_features,5Ra3wJLBQKxJiYEpWe3Pjf,166891,4,0.471,1.0,0.395,0.359
0.663,0.822,0,-4.124,1,0.102,0.0115,0.0,0.303,0.663,99.938,audio_features,1MmNMaPzI1uZQS20RV88AT,141142,4,0.327,1.0,0.369,0.41
0.669,0.577,0,-4.573,1,0.046,0.348,0.0,0.155,0.307,87.899,audio_features,0mHk41X0RRc6pqrcq1gQAr,213284,4,0.19,0.997,0.397,0.556
0.646,0.823,2,-4.123,0,0.0394,0.213,0.0,0.322,0.418,128.035,audio_features,7MmG8p0F9N3C4AXdK6o6Eb,227267,4,0.84,0.669,0.885,0.838
0.636,0.869,9,-5.289,1,0.0412,0.0378,0.0446,0.0808,0.306,143.011,audio_features,5eTaQYBE1yrActixMAeLcZ,186496,4,0.714,0.958,0.438,0.411
0.262,0.606,8,-6.646,1,0.0484,0.247,0.0,0.125,0.275,189.857,audio_features,3zHq9ouUJQFQRf3cm1rRLu,252534,4,0.084,0.772,0.127,0.329
0.287,0.597,5,-6.641,0,0.0419,0.273,0.0,0.105,0.31,189.788,audio_features,4Wui4miiL1JR3QqWcbcKwD,253520,4,0.085,0.996,0.373,0.603
0.313,0.76,10,-5.049,0,0.0616,0.3,0.0,0.105,0.343,86.735,audio_features,5lF0pHbsJ0QqyIrLweHJPW,231213,4,0.029,1.0,0.222,0.376
0.64,0.789,8,-4.891,1,0.0644,0.0875,0.0,0.147,0.762,75.018,audio_features,15og0pCEcTFWEXOFKdcJlU,188067,4,0.213,1.0,0.257,0.387
0.618,0.863,0,-4.049,0,0.0409,0.0788,0.0,0.134,0.726,123.041,audio_features,5Hp4xFihdOE2dmDzxWcBFb,171747,4,0.746,0.958,0.643,0.96
0.695,0.869,8,-5.066,1,0.0483,0.41,0.0,0.237,0.58,124.989,audio_features,05SBRd4fXgn8FX7bf8BCAE,234507,4,0.749,1.0,0.491,0.528
0.509,0.299,0,-9.26,1,0.0321,0.289,0.00109,0.117,0.174,125.754,audio_features,3X003bO0MMxXEsJJxidiig,154440,5,0.122,0.511,1.0,0.858
0.703,0.731,8,-6.283,0,0.0311,0.0721,0.00191,0.138,0.719,120.028,audio_features,11ozIUBoXAgRTVWelDn4pL,244267,4,0.752,0.992,0.507,0.49
0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,audio_features,5rb9QrpfcKFHM1EUbSIurX,250373,4,0.285,1.0,0.739,0.501
0.663,0.861,7,-3.398,0,0.109,0.0338,0.0,0.082,0.654,119.963,audio_features,4356Typ82hUiFAynbLYbPn,220800,4,0.69,1.0,0.577,0.551
0.662,0.507,5,-8.238,1,0.118,0.257,0.0,0.0465,0.676,86.412,audio_features,68vgtRHr7iZHpzGpon6Jlo,223440,4,0.126,1.0,0.475,0.375
0.59,0.698,11,-4.262,1,0.0286,0.000176,0.0,0.107,0.352,95.975,audio_features,030OCtLMrljNhp8OWHBWW3,224093,4,0.005,0.994,0.501,0.519
0.573,0.712,0,-5.976,1,0.0732,0.0572,0.0,0.167,0.346,140.012,audio_features,5j0McHPthKpOXRr3fBq8M0,259720,4,0.059,0.87,0.544,0.561
0.781,0.745,4,-5.81,0,0.0332,0.198,1.14e-05,0.36,0.326,129.998,audio_features,1bM50INir8voAkVoKuvEUI,269493,4,0.489,1.0,0.234,0.28
0.661,0.823,9,-4.329,0,0.127,0.0536,0.0,0.369,0.761,105.993,audio_features,0VPFT123HKoQ2J6ipeDcI1,214760,4,0.881,0.992,0.317,0.363
0.816,0.5,1,-4.551,1,0.03,0.0227,1.53e-06,0.0733,0.649,124.037,audio_features,7J41dYQolQJEtj3UmKLu5r,247840,4,0.626,1.0,0.162,0.509
0.796,0.477,1,-7.161,1,0.108,0.314,0.0,0.12,0.685,119.928,audio_features,7z3N2W7Xz1t2G2sAO8wFVH,231933,4,0.183,0.958,0.399,0.589
0.657,0.629,6,-4.938,1,0.0782,0.194,0.0,0.254,0.726,93.985,audio_features,2QsZVnbWVSjKMXK6K3uRBL,266893,4,0.742,1.0,0.043,0.235
0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,audio_features,0nrRP2bk19rLc0orkWPQk2,247427,4,0.805,0.81,0.375,0.556
0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983,audio_features,0ct6r3EGTcMLPtrXHDvVjc,176658,4,0.735,0.67,0.583,0.619
0.579,0.736,6,-3.863,0,0.0527,0.31,0.0,0.198,0.613,127.999,audio_features,2P4OICZRVAQcYAV2JReRfj,230613,4,0.718,0.987,0.55,0.707
0.584,0.889,1,-5.941,0,0.0343,0.0462,0.828,0.309,0.464,126.04,audio_features,5UqCQaDshqbIk3pkhy4Pjg,199907,4,0.921,0.774,0.206,0.433
0.662,0.858,2,-4.844,1,0.0428,0.00163,0.0,0.0456,0.295,133.993,audio_features,6Pgkp4qUoTmJIPn7ReaGxL,181673,4,0.726,1.0,0.494,0.651
0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,audio_features,4lhqb6JvbHId48OUJGwymk,255093,4,0.763,0.984,0.679,0.863
0.569,0.785,1,-4.057,0,0.0457,0.0505,1.12e-06,0.086,0.303,128.031,audio_features,4eDYMhIin1pSLIG96f1aD0,148387,4,0.617,1.0,0.236,0.335
0.509,0.79,6,-3.782,0,0.0374,0.332,6.67e-05,0.316,0.638,127.946,audio_features,591nHHHzZl1NLt9PMKpinM,208320,4,0.901,1.0,0.289,0.591
0.802,0.645,5,-6.181,0,0.0715,0.272,0.0,0.119,0.376,100.001,audio_features,2x0RZdkZcD8QRI53XT4GI5,157202,4,0.166,0.98,0.347,0.493
0.655,0.666,5,-5.309,1,0.0612,0.134,2.12e-05,0.0683,0.272,102.977,audio_features,75NhhYjHO43mvZgYtnXgti,181812,4,0.526,1.0,0.121,0.201
0.854,0.674,1,-6.23,1,0.184,0.0517,8.53e-05,0.509,0.848,99.022,audio_features,6WzRpISELf3YglGAh7TXcG,215467,4,0.778,1.0,0.423,0.506
0.649,0.647,9,-7.695,0,0.0452,0.0039,0.161,0.0686,0.405,125.02,audio_features,3850dYVgOFIXJh5U4BFEWH,337733,4,0.865,0.911,0.693,0.528
0.724,0.822,1,-4.374,0,0.0333,0.304,1.38e-05,0.0553,0.964,99.9,audio_features,6r8k1vznHrzlEKYxL4dZEe,242733,4,0.938,0.889,0.454,0.474
0.741,0.892,0,-2.567,1,0.031,0.166,0.00189,0.0783,0.979,136.403,audio_features,4tcauy2xyIv1q0ckvQmc4H,242337,4,0.979,1.0,0.751,0.689
0.625,0.842,5,-5.285,1,0.0376,0.264,2.12e-05,0.181,0.26,111.038,audio_features,1z3ugFmUKoCzGsI6jdY4Ci,342680,4,0.809,0.973,0.157,0.24
0.753,0.931,2,-4.922,1,0.0653,0.00994,0.00696,0.234,0.767,113.026,audio_features,1oHClQEgDmmbcEx12Kc5nZ,189693,4,0.946,0.977,0.003,0.139
0.771,0.655,3,-10.842,0,0.0372,0.152,0.00197,0.0685,0.97,119.747,audio_features,1ZPlNanZsJSPK5h9YZZFbZ,218627,4,0.826,0.741,0.55,0.626
0.747,0.84,3,-7.701,0,0.0421,0.00348,0.00656,0.44,0.305,115.997,audio_features,7j5TIXPi0cCbSSqItmbyZy,317080,4,0.871,0.973,0.0,0.0
0.672,0.548,9,-11.93,1,0.029,0.166,0.0,0.102,0.587,95.013,audio_features,6G7PVlifniapyhDCmWS2VM,225627,4,0.11,1.0,0.283,0.314
0.706,0.633,1,-9.584,1,0.0419,0.267,0.0192,0.175,0.375,110.005,audio_features,6lknMmJZALXxx7emwwZWLX,120157,4,0.667,0.919,0.026,0.406
0.671,0.939,8,-3.206,1,0.161,0.191,0.0,0.298,0.53,129.024,audio_features,4QNpBfC0zvjKqPJcyqBy9W,252307,4,0.783,1.0,0.099,0.286
0.721,0.802,1,-5.797,1,0.0583,0.0921,0.0,0.694,0.724,124.022,audio_features,2bJvI42r8EF3wxjOuDav4r,229360,4,0.695,1.0,0.0,0.194
0.452,0.574,6,-8.336,1,0.311,0.245,0.0,0.189,0.578,92.795,audio_features,6brl7bwOHmGFkNw3MBqssT,207187,4,0.162,1.0,0.845,0.631
0.673,0.681,1,-5.693,1,0.118,0.52,0.0,0.235,0.707,171.864,audio_features,34ceTg8ChN5HjrqiIYCn9Q,232000,4,0.459,1.0,0.457,0.539
0.81,0.538,0,-5.783,0,0.0357,0.53,0.0,0.0951,0.832,109.97,audio_features,6CFPFnS9EcLs2I0nWqtWci,266840,4,0.826,0.907,0.428,0.644
0.711,0.754,4,-6.461,0,0.0763,0.028,2.96e-05,0.152,0.59,126.05,audio_features,2XbfY2O2v3xwedUJ0J2kkr,234360,4,0.826,0.977,0.627,0.597
0.705,0.572,8,-5.799,0,0.0326,0.0262,0.0,0.585,0.574,139.977,audio_features,7seTcUFOhn5caSDbiSfsp0,214726,4,0.395,0.973,0.798,0.665
0.693,0.513,8,-6.447,1,0.0415,0.296,0.00013,0.0604,0.49,94.021,audio_features,10aWGOqSDBqvNzJ9NeKDbK,220853,4,0.636,1.0,0.473,0.553
0.727,0.65,0,-5.357,1,0.0337,0.662,0.0,0.111,0.668,129.993,audio_features,6Hn9Uc1mMNfqChXU3txNke,254533,4,0.588,1.0,0.593,0.56
0.657,0.676,5,-6.633,1,0.0393,0.245,0.0,0.368,0.246,124.904,audio_features,4kte3OcW800TPvOVgrLLj8,251627,4,0.526,0.959,0.67,0.488
0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,audio_features,2zYzyRzz6pRmhPzyfMEC8s,208400,4,0.686,1.0,0.379,0.475
0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,audio_features,57bgtoPSgt236HzfBOd8kj,292880,4,0.768,0.995,0.825,0.676
0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,audio_features,2SiXAy7TuUkycRVbbWDEpo,210173,4,0.714,1.0,0.856,0.761
0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,audio_features,08mG3Y1vljYA6bvDt4Wqkj,255493,4,0.0,1.0,0.868,0.521
0.754,0.759,9,-5.218,1,0.302,0.153,0.000108,0.101,0.435,126.366,audio_features,7LRMbd3LEoV5wZJvXT1Lwb,214667,4,0.796,1.0,0.105,0.196
0.389,0.873,4,-4.768,0,0.0475,0.00532,0.0055,0.273,0.303,106.767,audio_features,69QHm3pustz01CJRwdo20z,312293,4,0.215,0.913,0.709,0.59
0.457,0.904,2,-5.303,1,0.0747,0.000239,0.0879,0.396,0.48,141.038,audio_features,0C80GCp0mMuBzLf3EAXqxv,317427,4,0.743,1.0,0.73,0.654
0.668,0.906,11,-4.881,0,0.17,0.214,0.00245,0.135,0.507,135.653,audio_features,2d4e45fmUnguxh6yqC7gNT,231933,4,0.915,1.0,0.84,0.548
0.456,0.863,3,-3.551,1,0.0894,0.133,0.0538,0.0553,0.532,135.962,audio_features,7nemcVsXVFZF01iqpIIo2Y,301227,4,0.704,0.998,0.593,0.434
0.547,0.931,2,-2.356,1,0.0615,0.000998,0.0118,0.278,0.697,118.4,audio_features,4feXJ5IC3avXsVW9WNFSag,261507,4,0.822,1.0,1.0,0.408
0.58,0.777,3,-5.69,1,0.0655,0.104,0.0,0.342,0.589,108.005,audio_features,0LMwmV37RCmBO2so0szAFs,178273,4,0.637,1.0,0.0,0.234
0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,audio_features,3j11iDncb7ZeDMw7lFucqM,164819,4,0.844,1.0,0.644,0.605
0.72,0.706,1,-4.719,1,0.0473,0.0684,0.0,0.166,0.62,133.002,audio_features,7DnAm9FOTWE3cUvso43HhI,187436,4,0.863,1.0,0.88,0.854
0.637,0.69,1,-4.057,0,0.0405,0.00786,0.0,0.124,0.457,129.857,audio_features,7a53HqqArd4b9NF4XAmlbI,162399,4,0.751,0.962,0.403,0.504
0.673,0.659,3,-4.493,0,0.0439,0.539,0.0,0.129,0.628,88.011,audio_features,28VbwtsYnj85UEODGpQRem,179053,4,0.157,1.0,0.375,0.446
0.719,0.959,9,-5.29,0,0.125,0.341,0.0,0.255,0.522,126.031,audio_features,00E0Z2jrF7reoHps4zcbWQ,147212,4,0.964,1.0,0.666,0.546
0.614,0.934,9,-3.709,0,0.07,0.0697,0.0,0.121,0.436,116.001,audio_features,1KixkQVDUHggZMU9dUobgm,174760,4,0.912,0.994,0.218,0.149
0.691,0.856,11,-3.899,1,0.0383,0.0174,4.76e-05,0.111,0.638,117.081,audio_features,377uEWjxVKksQDlwDqaIfx,156155,4,0.765,1.0,0.346,0.438
0.681,0.657,6,-4.671,1,0.0432,0.0748,0.0,0.353,0.628,130.089,audio_features,2Xnv3GntqbBH1juvUYSpHG,183027,4,0.757,1.0,0.669,0.589
0.504,0.788,3,-4.113,0,0.214,0.0132,0.0,0.363,0.228,169.907,audio_features,0b11D9D0hMOYCIMN3OKreM,186022,4,0.049,0.996,0.293,0.333
0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,audio_features,6I9VzXrHxO9rA9A5euc8Ak,198800,4,0.728,1.0,0.608,0.519
0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,audio_features,3MjUtNVVq3C8Fn0MP3zhXa,211067,4,0.496,1.0,0.448,0.588
0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,audio_features,6ic8OlLUNEATToEFU3xmaH,251240,4,0.92,1.0,0.318,0.334
0.751,0.834,1,-5.444,0,0.0437,0.3,1.77e-05,0.355,0.894,95.053,audio_features,6naxalmIoLFWR0siv8dnQQ,211160,4,0.788,1.0,0.333,0.562
0.724,0.695,11,-5.226,1,0.0622,0.073,0.0,0.0889,0.235,139.0,audio_features,4fixebDZAVToLbUCuEloa2,224400,4,0.653,1.0,0.369,0.294
0.667,0.75,0,-4.602,1,0.0906,0.0746,0.000198,0.197,0.486,126.041,audio_features,3lFwSDBCNo3CcN09UppUnm,202246,4,0.826,1.0,0.731,0.624
0.791,0.733,6,-5.215,0,0.052,0.147,0.000381,0.0713,0.761,114.98,audio_features,7jk7gqyEonmVVYahZN5zhW,192360,4,0.87,1.0,0.591,0.634
0.696,0.734,7,-5.294,1,0.0298,0.0485,0.0,0.183,0.711,107.987,audio_features,6T689Jvh5KrSXyaPtUWZtQ,225080,4,0.932,1.0,0.0,0.17
0.717,0.587,4,-7.296,0,0.0339,0.0192,0.0,0.0523,0.544,129.954,audio_features,2hdy9Wt9qp7M7d0U3ossu2,216520,4,0.643,1.0,0.297,0.35
0.847,0.843,5,-3.579,0,0.106,0.415,0.000134,0.107,0.963,110.027,audio_features,6ldwfK0yWgTAlmIfuQkTYN,203600,4,0.837,1.0,0.026,0.16
0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,0.494,85.043,audio_features,5uCax9HTNlzGybIStD3vDh,211467,4,0.094,0.384,0.186,0.349
0.338,0.562,9,-7.181,1,0.029,0.039,0.0,0.107,0.259,149.907,audio_features,0otRX6Z89qKkHkQ9OqJpKt,248373,4,0.313,0.92,0.522,0.579
0.67,0.743,10,-4.993,1,0.0393,0.237,0.0,0.465,0.571,125.944,audio_features,6mQLN3zRtAp6ovjusyYKrV,218293,4,0.952,0.977,0.586,0.42
0.696,0.543,11,-6.164,1,0.0489,0.308,0.0,0.0939,0.479,107.969,audio_features,0VhgEqMTNZwYL1ARDLLNCX,246880,4,0.505,0.983,0.655,0.689
0.311,0.485,6,-5.726,0,0.0365,0.701,0.0,0.0726,0.225,77.355,audio_features,55Am8neGJkdj2ADaM3aw5H,208827,4,0.126,1.0,0.625,0.604
0.376,0.695,0,-4.782,0,0.0933,0.135,0.0,0.11,0.302,169.533,audio_features,5yVIlYEHZxQVLyInCdldoS,209440,4,0.134,1.0,0.389,0.552
0.529,0.472,2,-6.323,1,0.0333,0.398,0.0,0.0853,0.269,138.935,audio_features,5h5CQwgjgQrBUacsqR2zR7,254317,3,0.576,1.0,0.5,0.596
0.212,0.628,0,-6.628,1,0.032,0.0721,0.0,0.196,0.467,89.819,audio_features,6OmKbLCskNWi1IcfpZbeJc,206967,4,0.065,0.739,0.6,0.679
0.525,0.61,6,-6.793,1,0.0404,0.084,0.0,0.0572,0.293,101.875,audio_features,2fmyrECK6bdfoGven0UMZx,233400,4,0.252,1.0,0.318,0.536
0.508,0.465,8,-8.809,1,0.0461,0.584,0.0,0.121,0.269,120.057,audio_features,71BrY73Q1m74SPtRvxr1np,170841,4,0.605,0.973,0.276,0.535
0.721,0.707,6,-6.364,1,0.0595,0.181,3.68e-06,0.143,0.743,125.005,audio_features,2aPTvyE09vUCRwVvj0I8WK,158206,4,0.836,0.961,0.65,0.529
0.47,0.652,2,-9.629,1,0.0561,0.0831,4.08e-05,0.175,0.104,141.981,audio_features,3ZaEs1O8BG581qYPHpQ8d6,190286,4,0.313,0.879,0.052,0.456
0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,audio_features,7ycWLEP1GsNjVvcjawXz3z,205040,4,0.614,1.0,0.379,0.411
0.394,0.661,4,-8.684,1,0.192,0.00996,0.0,0.343,0.335,149.818,audio_features,2N3U8uTYhjX2KwGT0pf5x0,260987,4,0.109,0.702,0.0,0.258
0.6,0.537,9,-7.777,0,0.0362,0.0468,0.0038,0.206,0.126,90.061,audio_features,6Ec5LeRzkisa5KJtwLfOoW,256027,4,0.075,1.0,0.705,0.572
0.801,0.819,11,-5.189,1,0.158,0.292,0.0,0.515,0.811,139.969,audio_features,0O3TAouZE4vL9dM5SyxgvH,236280,4,0.665,1.0,0.584,0.595
0.853,0.693,1,-6.87,1,0.275,0.0239,0.0,0.11,0.662,95.967,audio_features,4X5f3vT8MRuXF68pfjNte5,233787,4,0.261,1.0,0.623,0.334
0.78,0.719,8,-4.167,0,0.347,0.0396,0.0,0.43,0.384,137.18,audio_features,0cGn4vxyoBftN61XUv2aQk,213853,4,0.519,0.992,0.153,0.219
0.597,0.427,5,-6.764,0,0.0536,0.18,1.33e-05,0.121,0.0997,120.085,audio_features,787rCZF9i4L1cXGMkdyIk4,220133,4,0.437,1.0,0.53,0.506
0.284,0.803,2,-5.293,0,0.173,0.302,0.0,0.242,0.553,67.536,audio_features,2gAGWaK4wvt2xrFUlR4mK8,323960,4,0.047,0.788,0.576,0.643
0.791,0.499,8,-8.472,0,0.0509,0.446,2.41e-05,0.0899,0.669,99.986,audio_features,6XjDF6nds4DE2BBbagZol6,222000,4,0.791,1.0,0.492,0.499
0.696,0.496,9,-7.532,0,0.0365,0.273,0.000397,0.0626,0.476,100.025,audio_features,4yyCGGdTVaYG17vhsrUPoL,184806,4,0.5,1.0,0.648,0.501
0.866,0.482,7,-9.208,1,0.331,0.000993,0.0,0.325,0.602,96.978,audio_features,7f6PquSCnTPMb1AbBu92oI,219754,4,0.664,1.0,0.719,0.726
